sample_id,text,label,confidence,pattern,edge_weight_mean,edge_weight_std,active_edges
320,"Network snapshot 319: Edge weight analysis (mean=-0.127, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1268489509820938,0.0,0
321,"Network snapshot 320: Edge weight analysis (mean=-0.122, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.12207046151161194,0.0,0
322,"Network snapshot 321: Edge weight analysis (mean=-0.114, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.11408895999193192,0.0,0
323,"Network snapshot 322: Edge weight analysis (mean=-0.208, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.40). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.2084413766860962,0.0,0
324,"Network snapshot 323: Edge weight analysis (mean=-0.428, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.29). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.42767447233200073,0.0,0
325,"Network snapshot 324: Edge weight analysis (mean=-0.228, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.39). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.50. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.2278246283531189,0.0,0
326,"Network snapshot 325: Edge weight analysis (mean=-0.204, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.40). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.50. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.20401827991008759,0.0,0
327,"Network snapshot 326: Edge weight analysis (mean=-0.064, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.47). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.50. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.06405133008956909,0.0,0
328,"Network snapshot 327: Edge weight analysis (mean=-0.100, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.45). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.10024505108594894,0.0,0
329,"Network snapshot 328: Edge weight analysis (mean=-0.116, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.11552806198596954,0.0,0
330,"Network snapshot 329: Edge weight analysis (mean=-0.116, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.11553694307804108,0.0,0
331,"Network snapshot 330: Edge weight analysis (mean=-0.161, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.06, injection_pressure=0.39. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.16104933619499207,0.0,0
332,"Network snapshot 331: Edge weight analysis (mean=-0.125, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.55, injection_pressure=0.48. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.12503108382225037,0.0,0
333,"Network snapshot 332: Edge weight analysis (mean=-0.073, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.07281111925840378,0.0,0
334,"Network snapshot 333: Edge weight analysis (mean=-0.196, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.40). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.19618219137191772,0.0,0
335,"Network snapshot 334: Edge weight analysis (mean=-0.069, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.47). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.06920837610960007,0.0,0
336,"Network snapshot 335: Edge weight analysis (mean=-0.067, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.47). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.06692445278167725,0.0,0
337,"Network snapshot 336: Edge weight analysis (mean=-0.085, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.08512744307518005,0.0,0
338,"Network snapshot 337: Edge weight analysis (mean=-0.076, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.07645582407712936,0.0,0
339,"Network snapshot 338: Edge weight analysis (mean=-0.228, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.39). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.22795531153678894,0.0,0
340,"Network snapshot 339: Edge weight analysis (mean=-0.163, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1634403020143509,0.0,0
341,"Network snapshot 340: Edge weight analysis (mean=-0.092, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.45). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.09179079532623291,0.0,0
342,"Network snapshot 341: Edge weight analysis (mean=-0.502, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.25). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.5022299289703369,0.0,0
343,"Network snapshot 342: Edge weight analysis (mean=-0.064, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.47). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.0638989731669426,0.0,0
344,"Network snapshot 343: Edge weight analysis (mean=-0.159, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.49. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15930230915546417,0.0,0
345,"Network snapshot 344: Edge weight analysis (mean=-0.066, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.47). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.50. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.0658983588218689,0.0,0
346,"Network snapshot 345: Edge weight analysis (mean=-0.190, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.41). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.50. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.18974052369594574,0.0,0
347,"Network snapshot 346: Edge weight analysis (mean=-1.010, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.00). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.50. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-1.0104668140411377,0.0,0
348,"Network snapshot 347: Edge weight analysis (mean=-0.064, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.47). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.50. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.06394728273153305,0.0,0
349,"Network snapshot 348: Edge weight analysis (mean=-0.090, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.50. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.08968465775251389,0.0,0
350,"Network snapshot 349: Edge weight analysis (mean=-0.314, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.34). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.31383419036865234,0.0,0
351,"Network snapshot 350: Edge weight analysis (mean=-0.125, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.12459323555231094,0.0,0
352,"Network snapshot 351: Edge weight analysis (mean=-0.131, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.13134610652923584,0.0,0
353,"Network snapshot 352: Edge weight analysis (mean=-0.117, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.11694619059562683,0.0,0
354,"Network snapshot 353: Edge weight analysis (mean=-0.118, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.11770172417163849,0.0,0
355,"Network snapshot 354: Edge weight analysis (mean=-0.088, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.08838606625795364,0.0,0
356,"Network snapshot 355: Edge weight analysis (mean=-0.087, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.08655554801225662,0.0,0
357,"Network snapshot 356: Edge weight analysis (mean=-0.169, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1690777987241745,0.0,0
358,"Network snapshot 357: Edge weight analysis (mean=-0.576, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.21). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.5760113000869751,0.0,0
359,"Network snapshot 358: Edge weight analysis (mean=-0.116, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1156030222773552,0.0,0
360,"Network snapshot 359: Edge weight analysis (mean=-0.161, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.1610228270292282,0.0,0
361,"Network snapshot 360: Edge weight analysis (mean=-0.130, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.13022902607917786,0.0,0
362,"Network snapshot 361: Edge weight analysis (mean=-0.073, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.07347576320171356,0.0,0
363,"Network snapshot 362: Edge weight analysis (mean=-0.137, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.43). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.13709749281406403,0.0,0
364,"Network snapshot 363: Edge weight analysis (mean=-0.170, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.41). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.17047373950481415,0.0,0
365,"Network snapshot 364: Edge weight analysis (mean=-0.221, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.39). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.22091388702392578,0.0,0
366,"Network snapshot 365: Edge weight analysis (mean=-0.108, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.45). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.10802918672561646,0.0,0
367,"Network snapshot 366: Edge weight analysis (mean=-0.108, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.45). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.10764317959547043,0.0,0
368,"Network snapshot 367: Edge weight analysis (mean=-0.155, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15544405579566956,0.0,0
369,"Network snapshot 368: Edge weight analysis (mean=-0.117, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.11654794216156006,0.0,0
370,"Network snapshot 369: Edge weight analysis (mean=-0.222, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.39). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.22235725820064545,0.0,0
371,"Network snapshot 370: Edge weight analysis (mean=-0.098, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.45). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.09846725314855576,0.0,0
372,"Network snapshot 371: Edge weight analysis (mean=-0.164, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.16418448090553284,0.0,0
373,"Network snapshot 372: Edge weight analysis (mean=-0.065, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.47). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.06540229916572571,0.0,0
374,"Network snapshot 373: Edge weight analysis (mean=-0.068, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.47). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.06796494871377945,0.0,0
375,"Network snapshot 374: Edge weight analysis (mean=-0.080, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.51. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.07993379980325699,0.0,0
376,"Network snapshot 375: Edge weight analysis (mean=-0.234, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.38). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.23387573659420013,0.0,0
377,"Network snapshot 376: Edge weight analysis (mean=-0.128, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.12766510248184204,0.0,0
378,"Network snapshot 377: Edge weight analysis (mean=-0.113, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.44). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.11273138970136642,0.0,0
379,"Network snapshot 378: Edge weight analysis (mean=-0.099, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.45). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.09888020902872086,0.0,0
380,"Network snapshot 379: Edge weight analysis (mean=-0.099, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.45). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.09911120682954788,0.0,0
381,"Network snapshot 380: Edge weight analysis (mean=-0.152, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.42). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.15190309286117554,0.0,0
382,"Network snapshot 381: Edge weight analysis (mean=-0.077, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.46). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.07744520902633667,0.0,0
383,"Network snapshot 382: Edge weight analysis (mean=-0.644, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.18). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.6435748338699341,0.0,0
384,"Network snapshot 383: Edge weight analysis (mean=-0.340, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.33). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.3404117226600647,0.0,0
385,"Network snapshot 384: Edge weight analysis (mean=-0.383, std=0.000, active=0/1). Network is sparsely connected with weak average coupling. Nodes operate quasi-independently with limited information flow. Strongest edges: TL (Transport Line)–TL (Transport Line) (moderate, w=0.31). These represent primary signal transmission pathways. Associated sensor readings: net_flow=0.66, injection_pressure=0.52. Stable weight range suggests consistent network topology across the observation window.",low_risk,0.78,sparse_network,-0.3828378915786743,0.0,0
